Date,Ticker,Adj Close,SMA_10,SMA_50,EMA_20,RSI_14,Future_Close,Future_Return,Target,Pred_rf,Position_rf,Daily_Return_rf,Equity_Curve_rf,Pred_lgb,Position_lgb,Daily_Return_lgb,Equity_Curve_lgb
2020-03-27,IWM,105.41511535644533,99.52560272216796,137.3046447753906,112.7648609701578,40.61649055718936,97.97913360595705,-0.0705399953824897,0,0,0,-0.0,1.0523063829142418,0,0,-0.0,0.9126975885538914
2020-03-30,IWM,107.73770904541016,100.63249130249024,136.29625228881835,112.2860845963723,39.58459389654961,105.48065948486328,-0.0209494853802354,0,0,0,0.0,1.0523063829142418,0,0,0.0,0.9126975885538914
2020-03-31,IWM,107.19451904296876,101.24192581176756,135.28557815551758,111.80117359128626,43.38550579634902,105.75227355957033,-0.0134544703989978,0,0,0,-0.0,1.0523063829142418,0,0,-0.0,0.9126975885538914
2020-04-01,IWM,99.8896255493164,101.90452041625976,134.15492889404297,110.66674044443198,46.81561158814828,110.57537841796876,0.1069756024200601,1,1,1,-0.06814614738580249,0.9805957570491471,1,1,-0.06814614738580249,0.8505007641656314
2020-04-02,IWM,100.83552551269533,102.29786834716798,133.0452490234375,109.73043426045706,41.916611993031985,115.86673736572266,0.1490666288156041,1,1,1,0.009469451488852698,0.9898814610006988,1,1,0.009469451488852698,0.8585545398931299
2020-04-03,IWM,97.97913360595705,102.63600845336914,131.88049392700196,108.6112627695523,51.21866347148757,112.72937774658205,0.1505447496601276,1,1,1,-0.028327237768782765,0.961840853492022,1,1,-0.028327237768782765,0.8342340613041094
2020-04-06,IWM,105.48065948486328,103.86423950195312,130.90420654296875,108.3131100757724,53.854004295689144,115.01447296142578,0.090384469751354,1,1,1,0.07656248430482293,1.0354817787412425,1,1,0.07656248430482293,0.8981050935292539
2020-04-07,IWM,105.75227355957033,104.2669448852539,129.96842864990234,108.06922088375316,62.67480358334476,110.32250213623048,0.0432163623800082,1,1,1,0.0025750130501034363,1.0381481578346454,1,1,0.0025750130501034363,0.9004177258654561
2020-04-08,IWM,110.57537841796876,105.02553024291991,129.10373718261718,108.30790255367845,63.55132357066544,109.48899841308594,-0.0098247912005905,0,0,0,0.0,1.0381481578346454,1,1,0.04560757604593313,0.9414835957709711
2020-04-09,IWM,115.86673736572266,105.6726676940918,128.3624119567871,109.02779158339696,69.90092835319996,114.31210327148438,-0.0134174322120698,0,0,0,0.0,1.0381481578346454,0,0,0.0,0.9414835957709711
2020-04-13,IWM,112.72937774658205,106.40409393310549,127.55833953857422,109.3803235989384,67.69910299100255,112.9635238647461,0.0020770638749591,1,1,1,-0.027077310455698944,1.0100378978659448,1,1,-0.027077310455698944,0.9159907521593327
2020-04-14,IWM,115.01447296142578,107.13177032470703,126.8634065246582,109.91690925250862,63.578913658219214,110.26631927490234,-0.041283097372588,0,0,0,0.0,1.0100378978659448,0,0,0.0,0.9159907521593327
2020-04-15,IWM,110.32250213623048,107.44456863403325,126.04123596191408,109.95553714619642,57.00231616395693,111.60554504394533,0.0116299293695359,1,1,1,-0.04079461222909675,0.9688337934858116,1,1,-0.04079461222909675,0.8786232646195541
2020-04-16,IWM,109.48899841308594,108.40450592041016,125.15668243408204,109.9111048859002,50.100062044500824,112.70126342773438,0.0293387012504126,1,1,1,-0.007555156083346448,0.9615141029572056,1,1,-0.007555156083346448,0.8719851287168939
2020-04-17,IWM,114.31210327148438,109.75216369628906,124.32119934082031,110.33024758928916,59.33937406798148,114.63986206054688,0.0028672273511064,1,1,1,0.04405104556899464,1.0038698045218044,1,1,0.04405104556899464,0.9103969853574875
2020-04-20,IWM,112.9635238647461,111.25060272216795,123.4658348083496,110.58103580599936,55.60017620788083,119.18201446533205,0.0550486598490987,1,1,1,-0.011797345759053002,0.9920268053407877,1,1,-0.011797345759053002,0.8996567173432257
2020-04-21,IWM,110.26631927490234,111.72916870117189,122.59477600097657,110.55106280303772,53.1465878691776,120.91458892822266,0.0965686505484359,1,1,1,-0.02387677453363779,0.9683404049783407,1,1,-0.02387677453363779,0.8781758167455488
2020-04-22,IWM,111.60554504394533,112.31449584960936,121.73314910888672,110.65148968312415,63.67214675894511,126.86150360107422,0.1366953456579757,1,1,1,0.01214537474225641,0.980101262074871,1,1,0.01214537474225641,0.8888415911295106
2020-04-23,IWM,112.70126342773438,112.52708435058594,120.8719793701172,110.8467062302299,63.798730911323496,122.03844451904295,0.0828489478052365,1,1,1,0.009817777274037764,0.9897236779719254,1,1,0.009817777274037764,0.8975680399031214
2020-04-24,IWM,114.63986206054688,112.40439682006836,120.02812438964844,111.20795916645056,69.79745044778626,117.19659423828124,0.0223022963546835,1,1,1,0.01720121473221603,1.0067481274822792,1,1,0.01720121473221603,0.9130073004942693
2020-04-27,IWM,119.18201446533205,113.04966049194336,119.2669026184082,111.96739300443927,67.51258739403889,117.70232391357422,-0.0124153846400057,0,0,0,0.0,1.0067481274822792,0,0,0.0,0.9130073004942693
2020-04-28,IWM,120.91458892822266,113.63967208862304,118.5524609375,112.81950690194245,68.68221152607813,118.61076354980467,-0.0190533284596913,0,0,0,0.0,1.0067481274822792,0,0,0.0,0.9130073004942693
2020-04-29,IWM,126.86150360107422,115.29357223510742,117.96367477416992,114.15683992090736,69.5261539992642,117.73978424072266,-0.0719029737266516,0,0,0,0.0,1.0067481274822792,0,0,0.0,0.9130073004942693
2020-04-30,IWM,122.03844451904295,116.54851684570312,117.26238067626952,114.9074689302536,57.48356726901202,119.35060119628906,-0.022024562287292,0,0,0,-0.0,1.0067481274822792,0,0,-0.0,0.9130073004942693
2020-05-01,IWM,117.19659423828124,116.83696594238282,116.45660034179689,115.12548086435147,55.20175019495666,123.95829010009766,0.0576953272897052,1,1,1,-0.03967479510119609,0.9668056018059069,1,1,-0.03967479510119609,0.876783922921263
2020-05-04,IWM,117.70232391357422,117.31084594726562,115.6928385925293,115.370894488087,53.265110247587174,123.3401870727539,0.0478993359835395,1,1,1,0.0043152250163920325,0.9709775855248077,1,1,0.0043152250163920325,0.8805674428394231
2020-05-05,IWM,118.61076354980467,118.14529037475586,115.04109756469728,115.67945344634582,61.0874839993933,118.91043853759766,0.00252654125835,1,1,1,0.007718111299973129,0.9784716985996674,1,1,0.007718111299973129,0.8873637603703906
2020-05-06,IWM,117.73978424072266,118.7587142944336,114.47940979003906,115.87567542676264,61.02629617583394,114.93019104003906,-0.0238627344087814,0,0,0,-0.0,0.9784716985996674,0,0,-0.0,0.8873637603703906
2020-05-07,IWM,119.35060119628906,119.42364807128908,113.98371002197266,116.20662073814611,57.36582804360745,115.30482482910156,-0.0338982487447519,0,0,0,0.0,0.9784716985996674,0,0,0.0,0.8873637603703906
2020-05-08,IWM,123.95829010009766,120.35549087524414,113.68166458129885,116.9448749630939,64.67496876834237,117.140380859375,-0.0550016399485433,0,0,0,0.0,0.9784716985996674,0,0,0.0,0.8873637603703906
2020-05-11,IWM,123.3401870727539,120.77130813598632,113.41819396972656,117.55395230687104,68.47538689442963,124.25798797607422,0.0074412154310981,1,1,1,-0.004986379102556393,0.9735926677693272,1,1,-0.004986379102556393,0.8829390282593138
2020-05-12,IWM,118.91043853759766,120.57089309692384,112.97843460083008,117.68314147170214,59.493686951565735,121.80428314208984,0.0243363378361202,1,1,1,-0.03591488419377298,0.9386261998544853,1,1,-0.03591488419377298,0.8512283753092181
2020-05-13,IWM,114.93019104003906,119.37776184082033,112.51653915405274,117.42095571630566,52.69474676113853,125.49419403076172,0.0919166921687478,1,1,1,-0.03347265005923006,0.9072078935303312,1,1,-0.03347265005923006,0.8227355057820057
2020-05-14,IWM,115.30482482910156,118.70439987182615,111.98358444213868,117.21941944133384,50.835528611472206,125.71897888183594,0.0903184586435967,1,1,1,0.0032596638504844844,0.9101650863057461,1,1,0.0032596638504844844,0.8254173469687134
2020-05-15,IWM,117.140380859375,118.69877853393557,111.57764694213868,117.21189195733776,47.24745889769985,126.32770538330078,0.0784300380152853,1,1,1,0.0159191606508573,0.9246541505334487,1,1,0.0159191606508573,0.8385572983191127
2020-05-18,IWM,124.25798797607422,119.35434494018554,111.36854400634766,117.88294872102696,53.93606174310304,129.9707489013672,0.0459749994213084,1,1,1,0.06076134518671039,0.980837380552336,1,1,0.06076134518671039,0.8895091677811157
2020-05-19,IWM,121.80428314208984,119.67369689941408,111.37232971191406,118.25640914208056,43.51275194531318,134.0072021484375,0.1001846461516664,1,1,1,-0.019746857919966,0.9614689241559774,1,1,-0.019746857919966,0.8719441566264348
2020-05-20,IWM,125.49419403076172,120.44913787841796,111.37397445678712,118.9457219886216,54.565659937803694,130.83242797851562,0.0425376965761888,1,1,1,0.03029376959074126,0.9905954422130164,1,1,0.03029376959074126,0.8983586320032692
2020-05-21,IWM,125.71897888183594,121.08597564697266,111.5396434020996,119.59079407368964,62.824120016880784,130.08319091796875,0.0347140270701272,1,1,1,0.0017911972168140888,0.9923697940120971,1,1,0.0017911972168140888,0.8999677694846143
2020-05-22,IWM,126.32770538330078,121.32291717529296,111.97702392578124,120.232404674605,62.93899816744089,131.3287353515625,0.0395877527664078,1,1,1,0.004841961865097444,0.9971748107107783,1,1,0.004841961865097444,0.9043253791042757
2020-05-26,IWM,129.9707489013672,121.9859733581543,112.34732772827148,121.15986602953473,65.74908021350558,132.41505432128906,0.0188065810236795,1,1,1,0.028838040768751183,1.0259313785556274,1,1,0.028838040768751183,0.9304043512551011
2020-05-27,IWM,134.0072021484375,123.49564971923829,113.09409530639648,122.3834218503826,70.73284807011314,135.60862731933594,0.0119502918143501,1,1,1,0.031056628365921934,1.0577933481083674,1,1,0.031056628365921934,0.9592995734220675
2020-05-28,IWM,130.83242797851562,125.08587341308592,113.68874038696288,123.18808910068098,64.07259663218056,135.41200256347656,0.0350033600669167,1,1,1,-0.023691071218733706,1.0327330905636294,1,1,-0.023691071218733706,0.9365727389080244
2020-05-29,IWM,130.08319091796875,126.56371002197264,114.42513061523438,123.8447654642322,58.29111538219234,140.64715576171875,0.081209299750432,1,1,1,-0.0057266923202702325,1.0268189459050097,1,1,-0.0057266923202702325,0.9312092749967453
2020-06-01,IWM,131.3287353515625,127.9825454711914,115.11366439819336,124.5575245011208,60.63325808328687,143.3724365234375,0.0917065190617607,1,1,1,0.009574983706997164,1.036650720582086,1,1,0.009574983706997164,0.9401255886326438
2020-06-02,IWM,132.41505432128906,128.7982521057129,115.87001083374024,125.30586067447015,69.73173806755541,140.72206115722656,0.0627346103395581,1,1,1,0.008271753830709772,1.045225640151169,1,1,0.008271753830709772,0.9479020760717642
2020-06-03,IWM,135.60862731933594,130.1786865234375,116.71821640014647,126.28707654540976,80.92438485853367,136.9010772705078,0.009530735445971,1,1,1,0.024117899693625988,1.070434287297541,0,0,0.0,0.9479020760717642
2020-06-04,IWM,135.41200256347656,131.17046737670898,117.39195205688476,127.15611711855895,80.23103012861925,126.45880889892578,-0.0661181689588692,0,0,0,-0.0,1.070434287297541,0,0,-0.0,0.9479020760717642
2020-06-05,IWM,140.64715576171875,132.66328506469728,118.14510467529296,128.44097794171705,82.06449614778133,129.4931640625,-0.0793047796722998,0,0,0,0.0,1.070434287297541,0,0,0.0,0.9479020760717642
2020-06-08,IWM,143.3724365234375,134.36775817871094,118.82464614868164,129.8630216161666,79.62274341638383,132.48703002929688,-0.0759239834245347,0,0,0,0.0,1.070434287297541,0,0,0.0,0.9479020760717642
2020-06-09,IWM,140.72206115722656,135.44288940429686,119.53078506469728,130.8972158581723,79.14031755493092,135.67259216308594,-0.0358825684659275,0,0,0,-0.0,1.070434287297541,0,0,-0.0,0.9479020760717642
2020-06-10,IWM,136.9010772705078,135.7322769165039,120.11405242919922,131.46901218315665,67.50011880374115,133.21995544433594,-0.026888917892868,0,0,0,-0.0,1.070434287297541,0,0,-0.0,0.9479020760717642
2020-06-11,IWM,126.45880889892578,135.29491500854493,120.49933822631836,130.99184996561084,50.86411867309383,133.17298889160156,0.0530938101594978,1,1,1,-0.07627601316057409,0.988785827512104,1,1,-0.07627601316057409,0.8755998848423788
2020-06-12,IWM,129.4931640625,135.23591232299805,121.09140899658205,130.84911797483838,53.49898269647923,132.48703002929688,0.023119876546934,1,1,1,0.023994810563173097,1.0125115561308073,1,1,0.023994810563173097,0.8966097382083079
2020-06-15,IWM,132.48703002929688,135.35174179077148,121.72443908691406,131.0051095990725,52.82190416542605,133.81195068359375,0.0100003800674216,1,1,1,0.023119876546934037,1.0359206983108957,1,1,0.023119876546934037,0.9173392446664629
2020-06-16,IWM,135.67259216308594,135.67749557495117,122.47830825805664,131.44963174802618,51.90400279678704,134.3758087158203,-0.0095581828768099,0,0,0,0.0,1.0359206983108957,0,0,0.0,0.9173392446664629
2020-06-17,IWM,133.21995544433594,135.43862838745116,123.0330941772461,131.6182340048176,52.77543440162905,130.015625,-0.0240529313618846,0,0,0,-0.0,1.0359206983108957,0,0,-0.0,0.9173392446664629
2020-06-18,IWM,133.17298889160156,135.21472702026367,123.58150848388672,131.766305898797,53.65142260736095,131.97952270507812,-0.0089617736784062,0,0,0,-0.0,1.0359206983108957,0,0,-0.0,0.9173392446664629
2020-06-19,IWM,132.48703002929688,134.3987144470215,124.01974151611329,131.83494629217796,51.38718178970755,128.42755126953125,-0.0306405748462166,0,0,0,-0.0,1.0359206983108957,0,0,-0.0,0.9173392446664629
2020-06-22,IWM,133.81195068359375,133.44266586303712,124.3786457824707,132.02323242469376,51.66342631624851,132.62794494628906,-0.0088482809738297,0,0,0,0.0,1.0359206983108957,0,0,0.0,0.9173392446664629
2020-06-23,IWM,134.3758087158203,132.80804061889648,124.81157440185548,132.24728730956295,48.433872123916274,134.54495239257812,0.0012587360654738,1,1,1,0.004213809225155352,1.0402858705059677,0,0,0.0,0.9173392446664629
2020-06-24,IWM,130.015625,132.1194953918457,125.11159744262696,132.03474804198552,43.80045521445635,133.26695251464844,0.0250072059773464,1,1,1,-0.03244768353388139,1.0065310037950217,1,1,-0.03244768353388139,0.8875737111623158
2020-06-25,IWM,131.97952270507812,132.67156677246095,125.54473785400393,132.02948848608958,39.2330519349315,133.81195068359375,0.0138841840079265,1,1,1,0.015105089908064029,1.0217347451025995,1,1,0.015105089908064029,0.9009805918694566
2020-06-26,IWM,128.42755126953125,132.56500549316405,125.9235089111328,131.68644684641737,31.80905063937668,134.77984619140625,0.049462088617912,1,1,1,-0.026913049560605917,0.9942367472698602,1,1,-0.026913049560605917,0.8767324565473298
2020-06-29,IWM,132.62794494628906,132.57909698486327,126.2898257446289,131.77611333211942,40.50606427345948,132.39300537109375,-0.0017714183484518,0,0,0,0.0,0.9942367472698602,0,0,0.0,0.8767324565473298
2020-06-30,IWM,134.54495239257812,132.4663330078125,126.72145431518555,132.03981229025834,47.10719261052772,133.3797149658203,-0.0086605807652884,0,0,0,0.0,0.9942367472698602,0,0,0.0,0.8767324565473298
2020-07-01,IWM,133.26695251464844,132.47103271484374,127.18146697998048,132.1566827878193,60.78617658996799,130.6828155517578,-0.0193906809912726,0,0,0,-0.0,0.9942367472698602,0,0,-0.0,0.8767324565473298
2020-07-02,IWM,133.81195068359375,132.53492889404296,127.62559509277344,132.31432734932164,57.428197104053964,132.78770446777344,-0.0076543702605621,0,0,0,0.0,0.9942367472698602,0,0,0.0,0.8767324565473298
2020-07-06,IWM,134.77984619140625,132.76421051025392,128.06716674804687,132.5491386676154,54.23900851514242,131.10568237304688,-0.0272604838348127,0,0,0,0.0,0.9942367472698602,0,0,0.0,0.8767324565473298
2020-07-07,IWM,132.39300537109375,132.6223159790039,128.42222961425782,132.53426882985144,43.75210389139241,133.27633666992188,0.0066720390276825,1,1,1,-0.017709181956795272,0.9766296278043259,1,1,-0.017709181956795272,0.861206241946905
2020-07-08,IWM,133.3797149658203,132.5227066040039,128.70618362426757,132.61478750946753,50.32236095066615,138.16275024414062,0.0358602901464139,1,1,1,0.007452883118415743,0.9839083342703334,1,1,0.007452883118415743,0.8676247114089853
2020-07-09,IWM,130.6828155517578,132.58942565917968,128.90154815673827,132.43079018016184,45.460780965074974,137.34524536132812,0.0509816824916173,1,1,1,-0.020219711931110385,0.9640139911847686,1,1,-0.020219711931110385,0.8500815896799828
2020-07-10,IWM,132.78770446777344,132.6702438354492,129.02007217407223,132.46478201707723,50.52112727459294,137.74928283691406,0.0373647423835447,1,1,1,0.016106853124709275,0.9795412229509465,1,1,0.016106853124709275,0.8637737289889776
2020-07-13,IWM,131.10568237304688,132.93805694580078,129.20141693115235,132.335343955741,45.36686213699363,137.15728759765625,0.0461582222453958,1,1,1,-0.012667001824214652,0.9671333724929334,1,1,-0.012667001824214652,0.8528323055881656
2020-07-14,IWM,133.27633666992188,133.00289611816407,129.52301177978515,132.4249623094725,48.21585891085064,139.10243225097656,0.0437144036715524,1,1,1,0.016556523390791167,0.9831457387966274,1,1,0.016556523390791167,0.8669522436040584
2020-07-15,IWM,138.16275024414062,133.36467590332032,129.9322203063965,132.97141830325043,62.99855000910504,139.17762756347656,0.007345520536777,1,1,1,0.03666377465281512,1.0191915726147422,1,1,0.03666377465281512,0.8987379852983101
2020-07-16,IWM,137.34524536132812,133.7725051879883,130.30690994262696,133.3879732611626,58.88594191267292,139.31854248046875,0.0143674221408194,1,1,1,-0.0059169702497086085,1.0131610464008272,1,1,-0.0059169702497086085,0.8934201793770169
2020-07-17,IWM,137.74928283691406,134.1662384033203,130.70709991455078,133.8033360779008,67.23421085742109,137.27003479003906,-0.0034791327911477,0,0,0,0.0,1.0131610464008272,1,1,0.002941765290258136,0.8960484118503244
2020-07-20,IWM,137.15728759765625,134.40398254394532,131.06323364257813,134.12276003216323,59.66327081378716,138.69839477539062,0.0112360575564539,1,1,1,-0.004297628467210934,1.0088068566459458,1,1,-0.004297628467210934,0.8921975286875573
2020-07-21,IWM,139.10243225097656,135.0749252319336,131.3661164855957,134.59701452919307,59.711641197421926,137.31704711914062,-0.0128350389202012,0,0,0,0.0,1.0088068566459458,1,1,0.014181854186460008,0.9048505439449243
2020-07-22,IWM,139.17762756347656,135.65471649169922,131.68286529541015,135.03326338960102,63.27573325290799,140.3428497314453,0.0083721944997037,1,1,1,0.0005405751091709377,1.0093521925226097,1,1,0.0005405751091709377,0.9053396836265006
2020-07-23,IWM,139.31854248046875,136.5182891845703,132.09102737426758,135.4413852077789,62.59679369573899,139.78842163085938,0.0033726964266547,1,1,1,0.0010124825337169963,1.0103741439879077,1,1,0.0010124825337169963,0.9062563242432533
2020-07-24,IWM,137.27003479003906,136.96652221679688,132.53782424926757,135.61554231085128,55.42814986492573,138.4728240966797,0.0087622131696866,1,1,1,-0.01470376917499605,0.9955178357943253,1,1,-0.01470376917499605,0.8929309404382001
2020-07-27,IWM,138.69839477539062,137.72579345703124,133.00569564819335,135.9091473074741,64.34396070067868,140.7281036376953,0.0146339751486786,1,1,1,0.010405475510633533,1.005876672255082,1,1,0.010405475510633533,0.9022223114716168
2020-07-28,IWM,137.31704711914062,138.12986450195314,133.40922897338868,136.04323300382327,58.79894564190698,141.6959686279297,0.0318891324905186,1,1,1,-0.00995936296513722,0.9958587813779293,1,1,-0.00995936296513722,0.8932367519964259
2020-07-29,IWM,140.3428497314453,138.3478744506836,133.7309262084961,136.45272031121584,71.27499411903082,144.51502990722656,0.0297284840928125,1,1,1,0.022035156419285773,1.0178026853971112,1,1,0.022035156419285773,0.9129193635461219
2020-07-30,IWM,139.78842163085938,138.59219207763672,134.0906089782715,136.7704061511819,66.54833690294387,144.4586639404297,0.0334093643456613,1,1,1,-0.0039505261696400895,1.01378182925292,1,1,-0.0039505261696400895,0.9093128517096618
2020-07-31,IWM,138.4728240966797,138.66454620361327,134.35018157958984,136.93254119361026,67.72148507038119,146.75149536132812,0.0597855306169562,1,1,1,-0.00941134837085289,1.0042407752857803,1,1,-0.00941134837085289,0.9007549916841285
2020-08-03,IWM,140.7281036376953,139.0216278076172,134.65036407470703,137.29402333114217,67.8523670994633,148.2738037109375,0.0536189991777946,1,1,1,0.01628680252408965,1.0205966464794984,1,1,0.01628680252408965,0.915425410356276
2020-08-04,IWM,141.6959686279297,139.2809814453125,134.9577293395996,137.71325621655052,60.42125539508445,147.41873168945312,0.0403876208824999,1,1,1,0.006877552992017533,1.0276158539991365,1,1,0.006877552992017533,0.9217212971262407
2020-08-05,IWM,144.51502990722656,139.8147216796875,135.2486149597168,138.3610441870911,68.91410703633008,148.02008056640625,0.0242538832219029,1,1,1,0.01989514103043577,1.048060416339561,1,1,0.01989514103043577,0.9400590723233235
2020-08-06,IWM,144.4586639404297,140.3287338256836,135.45764419555664,138.94176987788524,68.03028488855574,147.70999145507812,0.0225069748394543,1,1,1,-0.00039003532596615376,1.0476516357534418,1,1,-0.00039003532596615376,0.9396924160766225
2020-08-07,IWM,146.75149536132812,141.2768798828125,135.77602554321288,139.68555325726075,73.62325483536466,147.6160430908203,0.0058912362518931,1,1,1,0.015871885827795973,1.0642798429034241,1,1,0.015871885827795973,0.9546071068178363
2020-08-10,IWM,148.2738037109375,142.2344207763672,136.13983779907227,140.50348187189664,73.06234551369073,148.37718200683594,0.000697212139374,1,1,1,0.010373375384429284,1.0753200172279427,1,1,0.010373375384429284,0.9645096046815017
2020-08-11,IWM,147.41873168945312,143.24458923339844,136.4616377258301,141.1620770926163,69.94097705024078,146.95823669433594,-0.0031237210484706,0,0,0,-0.0,1.0753200172279427,0,0,-0.0,0.9645096046815017
2020-08-12,IWM,148.02008056640625,144.01231231689454,136.77373825073244,141.8152202805963,70.59615976376668,146.9676513671875,-0.0071100434156742,0,0,0,0.0,1.0753200172279427,0,0,0.0,0.9645096046815017
2020-08-13,IWM,147.70999145507812,144.8044692993164,137.01576553344728,142.37662705911836,76.92687323145462,146.36622619628906,-0.0090973213494344,0,0,0,-0.0,1.0753200172279427,0,0,-0.0,0.9645096046815017
2020-08-14,IWM,147.6160430908203,145.71879119873046,137.25984634399413,142.8756190621376,74.70078519847203,145.2855987548828,-0.0157872023063489,0,0,0,-0.0,1.0753200172279427,0,0,-0.0,0.9645096046815017
2020-08-17,IWM,148.37718200683594,146.48369903564452,137.41444686889648,143.39957743782315,81.72522490583148,146.80787658691406,-0.0105764606032858,0,0,0,0.0,1.0753200172279427,0,0,0.0,0.9645096046815017
2020-08-18,IWM,146.95823669433594,147.00992584228516,137.48616287231445,143.73849736701484,70.90264786994003,146.9676513671875,6.406359427913141e-05,1,1,1,-0.009563096517324565,1.0650366281161807,1,1,-0.009563096517324565,0.955285906240046
2020-08-19,IWM,146.9676513671875,147.25518798828125,137.61107467651368,144.04603584322177,73.49337189491702,146.0467987060547,-0.0062656826353721,0,0,0,0.0,1.0650366281161807,0,0,0.0,0.955285906240046
2020-08-20,IWM,146.36622619628906,147.4459442138672,137.8003776550293,144.26700635303771,77.09698304310567,146.40383911132812,0.0002569781022339,1,1,1,-0.004092228223718575,1.0606782551673095,1,1,-0.004092228223718575,0.9513766582928098
2020-08-21,IWM,145.2855987548828,147.29935455322266,138.17691345214843,144.36401515321344,67.01771738783621,147.6442108154297,0.0162343142111847,1,1,1,-0.0073830382150936735,1.0528472270754905,1,1,-0.0073830382150936735,0.9443526080676858
2020-08-24,IWM,146.80787658691406,147.15276184082032,138.5232077026367,144.59676386118494,68.32901115013841,146.05616760253906,-0.0051203586745563,0,0,0,0.0,1.0528472270754905,1,1,0.010477830184666415,0.9542473743294659
2020-08-25,IWM,146.9676513671875,147.10765380859374,138.81282012939454,144.82256267128042,60.86618506214753,147.72877502441406,0.0051788516054118,1,1,1,0.0010883256674505404,1.053993067736621,1,1,0.0010883256674505404,0.955285906240046
2020-08-26,IWM,146.0467987060547,146.9103256225586,139.0203042602539,144.93915657935418,56.53550446710019,148.9033966064453,0.0195594694693722,1,1,1,-0.006265682635372083,1.047389081674301,1,1,-0.006265682635372083,0.949300387925502
2020-08-27,IWM,146.40383911132812,146.7797103881836,139.28398193359374,145.07865015382788,48.298182556968754,144.5056610107422,-0.0129653574121272,0,0,0,0.0,1.047389081674301,0,0,0.0,0.949300387925502
2020-08-28,IWM,147.6442108154297,146.78252716064452,139.5734063720703,145.32298926445662,46.83058724123363,143.5847625732422,-0.0274948013184358,0,0,0,0.0,1.047389081674301,0,0,0.0,0.949300387925502
2020-08-31,IWM,146.05616760253906,146.55042572021483,139.84478912353515,145.39281577284544,43.61216147968199,140.8220672607422,-0.0358362158045962,0,0,0,-0.0,1.047389081674301,0,0,-0.0,0.949300387925502
2020-09-01,IWM,147.72877502441406,146.62747955322266,140.12312561035156,145.61528808251865,48.75898211961772,142.9551544189453,-0.0323134108753006,0,0,0,0.0,1.047389081674301,0,0,0.0,0.949300387925502
2020-09-02,IWM,148.9033966064453,146.82105407714843,140.41367736816406,145.92844127527357,54.73532528077982,141.0945587158203,-0.0524423086953746,0,0,0,0.0,1.047389081674301,0,0,0.0,0.949300387925502
2020-09-03,IWM,144.5056610107422,146.63499755859374,140.70347808837892,145.79293839293726,40.80034083175223,140.15484619140625,-0.0301082655786925,0,0,0,-0.0,1.047389081674301,0,0,-0.0,0.949300387925502
2020-09-04,IWM,143.5847625732422,146.46491394042968,140.93558288574218,145.58263593391868,35.958038106206644,143.84786987304688,0.0018324179745081,1,1,1,-0.006372749905151021,1.040714333003405,0,0,-0.0,0.949300387925502
